Year,Season,Month,Sector,Crop_Type,Farm_Size_Ha,Area_Planted_Ha,Area_Planted_Are,Terrain_Type,Seed_Variety,Fertilizer_Used,Fertilizer_Type,Fertilizer_Amount_Kg_Ha,Irrigation_Used,Previous_Crop,Pest_Disease_Pressure,Labor_Availability,Extension_Service_Access,Credit_Access,Market_Distance_km,Soil_Type,Soil_pH,Organic_Matter_Pct,Nitrogen_ppm,Phosphorus_ppm,Potassium_ppm,Avg_Temperature_Celsius,Total_Rainfall_mm,Relative_Humidity_Pct,Sunshine_Hours_per_Day,Wind_Speed_kmh,Evapotranspiration_mm,Yield_Kg_per_Area_Planted
2022,Season A,September,Ngeruka,Rice,0.57,0.45,45.0,Valley,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),45.8,No,Rice,Low,Limited,No,Yes,7.9,Loam,6.93,2.67,77.6,16.7,197.0,24.7,57.7,71.5,7.8,12.5,119.2,20.96
2022,Season B,May,Rweru,Rice,0.92,0.72,72.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),22.9,Yes,Rice,Low,Adequate,No,No,6.2,Clay Soil,6.97,2.45,63.4,11.8,184.0,23.4,80.5,73.9,7.1,11.3,102.1,22.48
2022,Season B,June,Kamabuye,Beans,1.53,1.02,102.0,Flat,Local Variety,Partial,Organic (Compost),45.5,Yes,Rice,Low,Sufficient,Yes,Yes,15.1,Clay Soil,7.26,2.57,36.6,16.8,199.0,23.8,35.0,73.1,8.6,11.5,120.6,6.13
2023,Season B,February,Shyara,Rice,0.95,0.66,66.0,Flat,Hybrid (Komboka),No,None,0.0,Partial,Beans,Low,Adequate,Yes,No,10.5,Sandy Loam,6.06,2.24,54.3,20.9,274.2,22.4,59.9,80.3,7.9,9.2,103.5,21.91
2021,Season B,June,Mwogo,Rice,1.25,1.12,112.0,Valley,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),201.2,Yes,Cassava,High,Adequate,Yes,No,22.6,Sandy Soil,5.83,2.16,68.7,19.6,154.0,26.0,25.9,75.1,8.1,14.1,109.7,28.52
2021,Season A,September,Ntarama,Rice,0.76,0.55,55.0,Hillside,Improved (IR64 / NERICA),No,None,0.0,No,Beans,Medium,Adequate,No,No,24.1,Sandy Soil,7.17,2.98,62.7,12.5,242.1,22.3,106.7,79.2,7.4,10.2,97.8,32.08
2022,Season B,June,Musenyi,Maize,1.08,0.65,65.0,Valley,Improved (WH507),Yes,Mixed (Organic + Inorganic),122.4,No,Rice,Low,Adequate,No,No,8.1,Loam,6.94,2.41,40.9,9.2,248.5,22.1,46.6,75.4,8.3,12.0,111.1,15.18
2020,Season A,October,Nyamata,Beans,0.94,0.86,86.0,Hillside,Local Variety,Partial,Inorganic (NPK),66.7,Yes,Beans,Low,Sufficient,No,No,13.3,Clay Soil,7.14,3.16,72.4,29.7,255.1,20.7,117.8,81.1,6.4,9.9,99.1,6.92
2020,Season A,December,Mayange,Beans,1.15,0.79,79.0,Flat,Hybrid (MAC 44),No,None,0.0,Partial,Fallow,Medium,Limited,Yes,Yes,22.0,Sandy Loam,6.02,2.81,64.9,9.5,207.3,23.0,65.5,70.1,8.1,11.8,124.7,8.73
2021,Season A,October,Mayange,Rice,0.33,0.31,31.0,Flat,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),151.2,No,Beans,Low,Adequate,Yes,Yes,24.6,Sandy Loam,6.03,2.77,65.1,15.6,212.6,24.6,106.0,74.6,7.0,10.3,103.0,47.05
2022,Season A,October,Shyara,Beans,1.34,0.92,92.0,Flat,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),105.2,No,Cassava,High,Limited,Yes,No,13.1,Sandy Loam,6.31,2.3,57.6,18.9,273.5,22.9,137.5,83.2,6.5,9.8,111.9,11.91
2023,Season A,January,Ruhuha,Beans,0.74,0.73,73.0,Valley,Improved (RWR 2245),Yes,Inorganic (NPK),224.8,No,Rice,High,Limited,No,No,12.8,Sandy Loam,7.01,2.42,61.3,20.9,196.4,21.4,68.8,71.6,7.8,11.1,119.8,11.62
2022,Season A,November,Rilima,Beans,0.9,0.56,56.0,Hillside,Local Variety,No,None,0.0,No,Rice,Medium,Adequate,Yes,Yes,22.8,Sandy Soil,6.17,1.61,49.5,12.4,214.8,25.6,70.2,79.0,6.5,9.6,95.5,5.8
2020,Season B,March,Nyarugenge,Rice,1.27,1.08,108.0,Valley,Hybrid (Komboka),Yes,Organic (Compost),0.0,No,Fallow,Medium,Adequate,No,No,14.3,Clay Soil,6.3,2.35,45.0,24.8,181.8,23.5,76.3,68.5,7.3,11.4,105.0,20.69
2023,Season A,October,Nyamata,Rice,2.64,1.97,197.0,Valley,Hybrid (Komboka),Partial,Inorganic (NPK),56.6,No,Rice,Low,Sufficient,Yes,No,15.4,Clay Soil,7.15,3.12,73.8,22.6,264.5,23.1,73.3,76.1,6.6,9.7,97.0,23.32
2024,Season B,June,Ruhuha,Rice,2.83,2.17,217.0,Valley,Improved (IR64 / NERICA),Yes,Inorganic (NPK),85.3,Yes,Rice,Medium,Adequate,No,No,8.3,Sandy Loam,7.08,2.51,65.8,14.2,188.0,21.7,32.1,65.2,8.2,13.4,128.5,23.56
2022,Season B,March,Rweru,Rice,1.33,0.8,80.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Yes,Beans,Medium,Sufficient,Yes,No,20.7,Clay Soil,7.05,2.76,59.7,12.7,198.7,22.9,81.8,72.5,7.5,10.5,106.3,30.81
2023,Season B,February,Juru,Rice,0.62,0.4,40.0,Valley,Hybrid (Komboka),No,None,0.0,No,Fallow,Medium,Adequate,Yes,Yes,5.7,Sandy Loam,6.83,2.42,46.1,22.9,174.1,24.0,70.8,77.2,6.6,11.1,95.6,18.94
2022,Season B,May,Mayange,Beans,1.29,0.87,87.0,Hillside,Hybrid (MAC 44),No,None,0.0,No,Maize,Low,Sufficient,No,No,6.1,Sandy Loam,6.22,3.0,64.5,12.1,202.7,22.6,104.1,76.8,7.2,9.7,98.4,8.34
2024,Season B,May,Mayange,Beans,1.6,1.45,145.0,Hillside,Local Variety,Yes,Inorganic (NPK),239.2,No,Rice,Low,Adequate,Yes,No,7.2,Sandy Loam,5.85,2.9,66.3,11.2,206.0,22.0,74.7,75.6,6.6,10.2,110.7,7.45
2021,Season B,March,Mwogo,Rice,0.59,0.54,54.0,Flat,Hybrid (Komboka),Partial,Organic (Compost),11.4,Yes,Maize,Medium,Adequate,No,No,22.5,Sandy Soil,6.02,2.0,72.8,21.5,163.0,24.3,85.7,73.5,7.4,10.6,98.3,29.36
2020,Season A,October,Ntarama,Beans,2.98,2.61,261.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),89.3,Partial,Maize,Low,Sufficient,No,Yes,9.3,Sandy Soil,7.03,2.78,66.1,11.0,249.5,25.3,145.3,86.0,7.8,10.6,89.5,7.42
2021,Season A,October,Gashora,Beans,0.95,0.79,79.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Beans,Low,Adequate,No,No,6.6,Loam,6.53,1.98,52.0,22.2,183.4,21.1,99.4,78.8,6.9,9.6,100.3,9.52
2024,Season A,September,Kamabuye,Beans,0.16,0.12,12.0,Hillside,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),218.1,No,Beans,High,Adequate,Yes,No,22.0,Clay Soil,7.05,2.18,38.2,22.2,214.6,21.2,104.9,74.6,6.5,14.0,113.3,11.99
2023,Season B,April,Nyamata,Rice,0.37,0.33,33.0,Valley,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),174.8,No,Beans,Medium,Adequate,Yes,No,11.8,Clay Soil,7.19,3.48,76.0,23.2,253.4,22.9,105.0,73.8,7.0,10.5,90.8,29.6
2022,Season A,December,Kamabuye,Rice,2.14,1.31,131.0,Flat,Improved (IR64 / NERICA),No,None,0.0,Partial,Beans,Medium,Limited,Yes,No,7.8,Clay Soil,7.12,2.1,43.5,18.8,225.5,22.3,73.9,68.3,8.2,10.8,114.3,27.04
2022,Season A,November,Ngeruka,Rice,0.94,0.82,82.0,Valley,Improved (IR64 / NERICA),Partial,Inorganic (NPK),55.8,Yes,Beans,Low,Sufficient,Yes,Yes,8.6,Loam,7.18,2.82,74.1,19.5,187.0,23.9,110.8,77.9,7.5,10.3,99.0,40.2
2021,Season B,May,Nyamata,Beans,1.12,0.95,95.0,Hillside,Local Variety,Yes,Inorganic (NPK),83.4,Partial,Maize,Low,Adequate,Yes,Yes,16.2,Clay Soil,7.0,3.15,76.9,24.2,251.5,22.7,92.9,89.8,6.8,12.2,92.3,8.4
2023,Season B,May,Mayange,Rice,2.34,2.29,229.0,Flat,Hybrid (Komboka),Yes,Organic (Compost),0.0,No,Cassava,High,Limited,No,No,19.9,Sandy Loam,5.9,3.04,71.8,11.7,196.8,22.1,69.2,69.0,7.3,10.8,99.4,17.89
2021,Season B,April,Juru,Beans,1.2,1.14,114.0,Flat,Hybrid (MAC 44),Yes,Inorganic (NPK),104.0,No,Beans,Low,Adequate,No,No,9.8,Sandy Loam,6.83,2.41,51.4,27.5,166.0,22.3,104.3,78.1,6.8,9.3,113.5,10.36
2024,Season B,March,Juru,Rice,1.14,0.89,89.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Beans,High,Sufficient,No,Yes,10.0,Sandy Loam,6.91,2.43,48.1,24.3,182.1,21.7,70.1,70.7,7.1,11.8,127.6,21.82
2023,Season B,June,Nyamata,Beans,2.36,1.94,194.0,Valley,Improved (RWR 2245),No,None,0.0,No,Beans,High,Adequate,Yes,No,11.5,Clay Soil,6.9,3.39,76.6,26.2,260.4,21.8,34.8,60.4,8.4,10.5,125.3,7.8
2021,Season A,September,Kamabuye,Rice,0.72,0.46,46.0,Valley,Local Variety,No,None,0.0,No,Maize,High,Adequate,Yes,Yes,21.6,Clay Soil,7.21,2.21,34.7,18.3,200.3,24.1,61.1,57.2,7.8,11.9,108.2,15.19
2022,Season A,October,Juru,Maize,2.64,1.8,180.0,Flat,Hybrid (H614D),No,None,0.0,Yes,Maize,Medium,Adequate,Yes,Yes,18.7,Sandy Loam,7.01,2.55,49.5,26.4,168.6,24.5,148.1,70.9,6.5,10.1,107.4,22.92
2024,Season B,June,Nyarugenge,Maize,1.73,1.33,133.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),223.3,No,Maize,Medium,Limited,No,No,9.1,Clay Soil,6.17,2.18,43.1,20.7,204.7,23.7,28.1,71.7,7.4,12.2,111.3,9.63
2022,Season B,April,Nyarugenge,Rice,0.34,0.33,33.0,Valley,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,Partial,Beans,Low,Adequate,Yes,No,12.4,Clay Soil,6.26,2.1,35.9,23.2,199.4,23.0,111.7,69.2,7.0,9.6,118.2,37.56
2020,Season B,June,Ngeruka,Beans,1.81,1.4,140.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),233.5,Yes,Beans,Low,Adequate,Yes,No,21.7,Loam,7.04,2.72,75.7,21.8,205.4,21.9,41.3,73.4,8.0,10.2,113.8,5.98
2023,Season A,September,Gashora,Rice,1.71,1.06,106.0,Valley,Hybrid (Komboka),No,None,0.0,No,Maize,Low,Adequate,Yes,Yes,18.6,Loam,6.44,2.2,47.0,25.9,197.6,23.6,76.6,69.2,7.1,11.3,121.0,21.93
2024,Season B,April,Kamabuye,Beans,2.82,2.42,242.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),156.3,No,Beans,Medium,Sufficient,Yes,Yes,6.1,Clay Soil,7.17,2.17,40.4,19.6,211.4,23.8,150.9,81.5,7.2,10.0,109.3,9.23
2022,Season B,May,Rilima,Beans,2.94,1.84,184.0,Valley,Improved (RWR 2245),Yes,Organic (Compost),0.0,No,Cassava,High,Adequate,Yes,No,21.2,Sandy Soil,6.16,1.78,41.9,11.9,223.4,24.7,90.8,67.7,6.7,8.4,93.0,12.22
2023,Season B,March,Juru,Beans,2.03,1.41,141.0,Flat,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),221.9,No,Maize,Low,Adequate,Yes,No,12.0,Sandy Loam,6.75,2.44,43.1,24.4,177.5,21.7,74.3,72.5,7.5,10.4,106.3,14.88
2022,Season B,March,Musenyi,Rice,0.19,0.13,13.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Maize,Low,Sufficient,No,Yes,9.9,Loam,7.13,2.32,36.6,12.1,273.4,22.4,92.9,82.5,6.7,11.5,97.3,27.86
2024,Season B,May,Nyamata,Maize,2.36,1.78,178.0,Flat,Local Variety,Partial,Inorganic (NPK),36.5,No,Maize,Medium,Limited,No,No,6.9,Clay Soil,7.09,3.07,75.5,22.0,252.6,25.2,94.0,78.5,6.4,11.0,113.3,11.56
2021,Season B,May,Ntarama,Maize,0.8,0.53,53.0,Hillside,Improved (WH507),Yes,Inorganic (NPK),177.5,Yes,Maize,Low,Limited,No,No,13.8,Sandy Soil,6.96,2.48,65.9,11.5,253.6,24.6,68.6,85.4,6.6,10.5,113.2,16.72
2021,Season A,January,Musenyi,Beans,2.38,2.05,205.0,Flat,Local Variety,No,None,0.0,No,Maize,High,Adequate,Yes,Yes,21.8,Loam,6.99,2.38,40.9,13.5,255.9,25.7,86.1,77.8,7.8,10.5,102.9,5.11
2023,Season A,November,Rweru,Beans,2.0,1.38,138.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),108.9,No,Fallow,Low,Sufficient,Yes,Yes,10.4,Clay Soil,6.93,2.68,64.5,13.3,167.6,22.0,127.4,78.7,6.6,10.3,104.2,7.91
2022,Season A,October,Juru,Maize,0.31,0.24,24.0,Flat,Local Variety,No,None,0.0,No,Beans,Medium,Sufficient,Yes,Yes,15.0,Sandy Loam,7.0,2.39,48.8,21.0,186.4,24.0,95.8,81.4,7.4,10.3,94.0,14.46
2024,Season A,October,Juru,Beans,2.15,1.35,135.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Beans,Low,Adequate,Yes,Yes,11.4,Sandy Loam,6.86,2.63,47.4,25.1,166.9,23.1,94.5,85.9,6.6,11.8,115.6,9.26
2021,Season A,December,Mareba,Rice,2.31,1.4,140.0,Hillside,Hybrid (Komboka),No,None,0.0,No,Maize,Low,Adequate,Yes,No,16.0,Sandy Loam,7.15,2.78,60.6,5.8,226.5,23.4,82.8,75.8,7.1,10.2,120.3,23.08
2024,Season A,December,Nyamata,Rice,0.91,0.55,55.0,Hillside,Improved (IR64 / NERICA),Partial,Inorganic (NPK),71.1,No,Maize,High,Limited,Yes,Yes,5.6,Clay Soil,7.09,3.28,76.5,25.9,266.6,22.6,90.6,76.6,7.3,12.6,110.8,28.86
2024,Season A,January,Shyara,Rice,1.25,0.92,92.0,Flat,Hybrid (Komboka),No,None,0.0,No,Beans,Low,Adequate,Yes,No,15.7,Sandy Loam,6.22,2.09,53.5,21.6,282.0,22.4,77.7,73.6,7.6,10.5,100.7,23.25
2022,Season B,March,Ntarama,Beans,1.39,0.85,85.0,Hillside,Local Variety,Partial,Inorganic (NPK),21.4,Yes,Beans,Low,Limited,Yes,Yes,10.3,Sandy Soil,7.07,2.8,64.2,12.9,253.4,24.9,90.4,68.9,7.8,8.8,103.3,6.02
2023,Season A,November,Ngeruka,Beans,0.92,0.67,67.0,Hillside,Hybrid (MAC 44),Partial,Organic (Compost),29.0,No,Rice,Low,Adequate,Yes,Yes,19.6,Loam,7.03,2.77,76.6,21.6,206.9,23.1,135.6,74.6,6.2,11.0,119.4,9.9
2022,Season B,June,Ngeruka,Beans,0.86,0.73,73.0,Flat,Hybrid (MAC 44),Partial,Inorganic (NPK),22.9,No,Beans,Medium,Adequate,Yes,Yes,13.9,Loam,7.12,2.7,80.5,22.1,198.4,22.5,30.9,72.8,7.7,12.0,112.1,6.26
2024,Season B,June,Ruhuha,Beans,1.44,0.91,91.0,Hillside,Hybrid (MAC 44),Yes,Organic (Compost),0.0,Partial,Rice,High,Adequate,No,No,9.2,Sandy Loam,7.06,2.82,64.7,19.4,201.3,23.1,34.7,69.1,8.0,12.7,110.7,7.39
2020,Season A,January,Mareba,Beans,0.31,0.29,29.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Beans,Low,Adequate,Yes,Yes,16.5,Sandy Loam,7.28,2.92,59.3,13.8,243.1,22.4,64.5,73.6,7.9,12.1,119.3,9.75
2022,Season B,February,Ntarama,Maize,1.4,0.93,93.0,Valley,Hybrid (H614D),No,None,0.0,Yes,Beans,High,Adequate,Yes,Yes,7.8,Sandy Soil,6.91,2.97,65.9,4.2,251.4,23.6,52.3,67.4,7.8,10.6,115.6,16.72
2021,Season B,March,Mareba,Beans,0.88,0.6,60.0,Flat,Improved (RWR 2245),No,None,0.0,No,Maize,Low,Limited,No,No,5.6,Sandy Loam,7.11,3.1,61.8,14.8,237.2,24.1,98.2,79.4,7.7,10.5,101.7,10.97
2020,Season B,April,Gashora,Maize,1.34,1.02,102.0,Hillside,Improved (WH507),Yes,Organic (Compost),0.0,No,Beans,Low,Limited,Yes,Yes,17.5,Loam,6.61,1.93,47.8,21.2,191.5,23.2,108.4,81.2,7.2,11.9,111.7,20.83
2020,Season A,October,Mayange,Beans,2.44,1.67,167.0,Valley,Hybrid (MAC 44),Yes,Organic (Compost),0.0,No,Cassava,Medium,Limited,Yes,No,5.3,Sandy Loam,5.98,2.94,63.2,15.3,203.9,21.1,112.2,86.7,5.5,11.2,117.2,10.51
2024,Season A,September,Gashora,Rice,2.98,2.66,266.0,Flat,Local Variety,No,None,0.0,Yes,Maize,Medium,Adequate,Yes,Yes,10.6,Loam,6.68,2.33,46.6,25.9,188.9,23.6,47.4,75.2,7.7,12.3,120.5,19.91
2020,Season A,January,Rilima,Rice,2.41,1.91,191.0,Hillside,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),172.9,No,Beans,Medium,Adequate,Yes,No,6.6,Sandy Soil,6.18,1.78,40.2,16.1,197.5,23.2,90.8,73.4,8.2,10.4,121.8,38.68
2021,Season B,February,Shyara,Beans,1.39,1.13,113.0,Valley,Local Variety,Partial,Organic (Compost),15.6,No,Maize,Low,Adequate,Yes,No,14.5,Sandy Loam,6.07,2.05,58.8,22.0,264.0,24.7,52.4,73.1,6.8,10.9,115.9,6.7
2020,Season B,May,Musenyi,Beans,1.05,0.9,90.0,Valley,Local Variety,Yes,Organic (Compost),0.0,Yes,Beans,High,Adequate,No,No,18.4,Loam,7.08,2.33,39.4,14.3,272.2,22.1,69.4,86.5,6.1,11.8,97.8,6.51
2024,Season A,January,Rweru,Maize,1.79,1.13,113.0,Valley,Improved (WH507),Yes,Mixed (Organic + Inorganic),139.1,No,Rice,Low,Limited,Yes,Yes,16.1,Clay Soil,6.97,2.64,63.2,13.0,176.5,23.2,77.9,72.7,8.1,13.6,109.9,20.97
2021,Season B,June,Mareba,Maize,2.0,1.63,163.0,Valley,Hybrid (H614D),No,None,0.0,Yes,Maize,Medium,Adequate,Yes,No,20.2,Sandy Loam,7.1,3.32,61.6,12.1,222.6,25.6,48.6,68.6,8.0,13.6,114.1,16.5
2024,Season B,May,Juru,Rice,2.54,1.8,180.0,Valley,Hybrid (Komboka),No,None,0.0,Yes,Maize,Low,Limited,Yes,No,8.4,Sandy Loam,6.9,2.36,44.6,25.4,173.6,22.7,52.3,76.3,6.9,10.9,89.5,18.27
2022,Season B,March,Rweru,Maize,2.92,2.88,288.0,Hillside,Hybrid (H614D),No,None,0.0,Yes,Beans,Low,Adequate,No,No,13.9,Clay Soil,7.11,2.8,64.3,9.7,187.1,21.4,69.4,65.0,7.5,11.8,102.6,21.63
2023,Season A,December,Kamabuye,Rice,2.66,1.79,179.0,Valley,Local Variety,Yes,Organic (Compost),0.0,No,Rice,Low,Limited,Yes,No,15.0,Clay Soil,7.13,2.42,42.5,21.4,203.0,21.6,99.1,77.5,7.8,11.7,106.1,18.8
2021,Season A,November,Gashora,Maize,1.48,1.08,108.0,Hillside,Improved (WH507),Yes,Organic (Compost),0.0,No,Beans,Medium,Sufficient,Yes,Yes,22.6,Loam,6.51,2.11,41.8,25.5,193.1,20.3,61.8,71.5,6.8,11.7,106.3,20.5
2022,Season B,April,Mayange,Maize,0.75,0.58,58.0,Flat,Local Variety,No,None,0.0,No,Beans,High,Adequate,No,Yes,13.0,Sandy Loam,6.13,2.62,61.9,13.3,219.0,21.4,143.0,75.5,6.6,10.9,92.7,11.62
2024,Season A,November,Ngeruka,Maize,1.95,1.56,156.0,Hillside,Local Variety,No,None,0.0,No,Beans,Low,Adequate,No,No,18.7,Loam,6.91,2.98,75.1,19.2,199.4,24.7,138.1,82.7,7.2,11.7,110.2,12.74
2022,Season B,April,Ntarama,Maize,0.12,0.1,10.0,Hillside,Improved (WH507),No,None,0.0,No,Rice,Low,Adequate,No,No,11.4,Sandy Soil,7.02,3.02,64.8,12.7,234.5,23.7,69.3,74.7,7.4,9.6,99.5,16.86
2022,Season B,February,Shyara,Maize,2.81,2.1,210.0,Flat,Local Variety,No,None,0.0,No,Maize,Medium,Sufficient,Yes,No,21.6,Sandy Loam,6.11,2.46,59.0,18.0,247.1,21.0,83.9,85.8,7.3,11.0,119.4,12.52
2022,Season B,February,Ruhuha,Beans,0.63,0.4,40.0,Hillside,Local Variety,No,None,0.0,No,Cassava,Low,Limited,No,No,18.0,Sandy Loam,6.92,2.49,61.0,16.7,178.4,24.9,61.6,76.0,7.2,10.3,95.1,5.24
2021,Season A,January,Juru,Rice,0.79,0.79,79.0,Flat,Local Variety,No,None,0.0,No,Beans,Medium,Adequate,Yes,Yes,7.7,Sandy Loam,6.74,2.55,45.3,24.3,172.4,23.0,54.3,73.6,7.6,10.6,112.8,17.12
2021,Season B,April,Nyarugenge,Rice,0.49,0.36,36.0,Valley,Hybrid (Komboka),Partial,Inorganic (NPK),72.3,No,Beans,High,Limited,Yes,Yes,10.3,Clay Soil,6.15,1.92,43.8,21.8,188.9,23.5,69.1,74.6,6.0,10.4,105.3,18.6
2024,Season B,March,Ngeruka,Beans,2.7,2.23,223.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Beans,Low,Adequate,No,No,18.3,Loam,7.04,2.77,69.1,19.8,198.1,22.1,95.5,80.0,6.6,10.8,100.6,8.48
2021,Season A,January,Musenyi,Rice,1.75,1.42,142.0,Valley,Hybrid (Komboka),No,None,0.0,No,Maize,Medium,Adequate,No,No,18.1,Loam,6.95,2.56,39.7,11.3,247.3,22.9,60.3,73.6,7.5,12.0,113.2,18.17
2021,Season A,October,Kamabuye,Rice,1.08,1.07,107.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),51.7,Yes,Beans,Low,Limited,No,Yes,9.5,Clay Soil,7.11,2.21,37.1,19.2,202.3,23.5,125.0,85.8,6.4,12.4,105.0,24.57
2022,Season B,February,Kamabuye,Beans,2.96,2.55,255.0,Flat,Local Variety,No,None,0.0,Partial,Fallow,Medium,Sufficient,No,No,18.1,Clay Soil,7.14,2.07,41.1,20.4,209.3,22.4,48.0,81.2,7.8,11.3,104.9,5.59
2022,Season B,June,Musenyi,Maize,1.3,1.14,114.0,Valley,Improved (WH507),Yes,Organic (Compost),0.0,No,Maize,Medium,Adequate,Yes,No,16.2,Loam,7.08,2.33,43.1,15.9,255.7,24.9,43.5,72.8,8.6,11.5,115.9,11.23
2020,Season B,April,Mayange,Maize,2.28,2.09,209.0,Hillside,Hybrid (H614D),Partial,Inorganic (NPK),48.5,No,Fallow,Low,Adequate,Yes,No,17.4,Sandy Loam,5.86,2.59,62.8,11.6,207.5,23.0,135.8,80.0,6.6,10.6,92.8,29.88
2020,Season A,October,Musenyi,Rice,1.64,1.28,128.0,Hillside,Hybrid (Komboka),No,None,0.0,Partial,Maize,Medium,Adequate,Yes,No,23.7,Loam,7.23,2.34,40.5,11.0,255.1,22.5,138.5,80.5,6.3,8.9,99.8,24.77
2022,Season B,May,Mayange,Rice,0.73,0.56,56.0,Flat,Hybrid (Komboka),No,None,0.0,Partial,Cassava,Medium,Limited,No,No,18.6,Sandy Loam,5.93,2.77,59.8,10.7,199.1,23.8,96.5,82.6,6.7,9.8,95.6,23.08
2020,Season A,September,Mareba,Maize,2.23,1.8,180.0,Hillside,Local Variety,No,None,0.0,No,Maize,Low,Limited,Yes,Yes,13.7,Sandy Loam,7.06,3.16,61.7,15.2,233.5,23.6,81.8,68.6,7.1,11.4,129.2,12.85
2023,Season B,June,Gashora,Maize,2.21,1.6,160.0,Hillside,Improved (WH507),Yes,Mixed (Organic + Inorganic),149.8,Yes,Maize,Low,Adequate,No,No,23.8,Loam,6.7,2.2,48.0,21.7,202.2,22.2,29.2,74.9,8.0,14.1,100.5,18.38
2024,Season A,October,Mwogo,Maize,2.1,1.5,150.0,Hillside,Improved (WH507),No,None,0.0,No,Beans,Medium,Adequate,Yes,No,11.4,Sandy Soil,6.1,1.93,67.8,22.3,168.5,23.2,134.4,81.0,6.3,10.8,101.9,21.2
2022,Season B,February,Musenyi,Beans,2.26,1.57,157.0,Flat,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),221.0,No,Beans,Low,Sufficient,Yes,Yes,17.6,Loam,7.01,2.4,45.8,14.1,269.3,19.2,47.2,73.7,7.0,11.4,106.4,9.94
2021,Season A,September,Nyarugenge,Maize,2.24,1.91,191.0,Flat,Local Variety,No,None,0.0,No,Rice,Medium,Adequate,Yes,No,9.7,Clay Soil,6.21,2.27,40.7,17.8,185.8,23.2,60.6,70.2,7.0,11.6,121.3,13.19
2024,Season A,December,Nyarugenge,Beans,0.15,0.1,10.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Beans,Low,Adequate,Yes,Yes,18.8,Clay Soil,6.11,2.29,39.0,24.2,204.6,22.8,71.9,81.1,7.1,14.2,120.2,9.07
2021,Season A,October,Shyara,Rice,2.76,1.93,193.0,Valley,Hybrid (Komboka),No,None,0.0,Yes,Beans,Medium,Adequate,Yes,No,11.8,Sandy Loam,6.13,2.1,55.8,20.0,262.8,22.3,142.2,79.0,5.7,11.3,111.0,30.4
2024,Season B,March,Rweru,Beans,2.13,1.72,172.0,Flat,Hybrid (MAC 44),Partial,Organic (Compost),58.0,Partial,Beans,High,Limited,Yes,No,13.2,Clay Soil,7.01,2.54,67.9,9.6,191.4,24.6,63.3,76.0,6.5,11.0,106.6,6.98
2021,Season A,November,Kamabuye,Maize,0.71,0.67,67.0,Flat,Local Variety,No,None,0.0,No,Rice,Medium,Sufficient,No,No,22.9,Clay Soil,7.2,2.23,47.7,21.0,219.9,24.3,133.9,71.6,7.0,9.6,98.2,11.26
2020,Season B,March,Musenyi,Beans,2.25,1.61,161.0,Flat,Local Variety,Partial,Inorganic (NPK),53.9,Yes,Beans,High,Adequate,Yes,No,23.0,Loam,7.16,2.59,36.0,15.2,245.1,24.4,116.4,76.4,7.1,7.4,118.4,5.36
2020,Season A,November,Mayange,Maize,1.99,1.59,159.0,Hillside,Hybrid (H614D),Partial,Organic (Compost),35.0,Yes,Maize,Medium,Adequate,Yes,Yes,20.9,Sandy Loam,5.93,2.89,63.5,12.1,207.2,23.8,66.3,72.9,7.7,10.3,114.8,25.66
2023,Season A,September,Ruhuha,Rice,0.16,0.14,14.0,Flat,Improved (IR64 / NERICA),Yes,Inorganic (NPK),118.6,Yes,Beans,Low,Sufficient,Yes,Yes,11.3,Sandy Loam,7.06,2.54,61.3,17.5,179.3,23.1,59.5,67.3,7.0,12.0,129.3,31.78
2024,Season A,September,Ntarama,Rice,2.98,2.28,228.0,Hillside,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),100.0,No,Maize,High,Adequate,Yes,Yes,19.1,Sandy Soil,7.11,3.13,69.8,11.2,248.6,22.5,87.7,66.4,7.0,12.2,101.4,25.15
